Comment,Emotion
"Kada rusai paskelbė šio karinio nusikaltimo įrodymus, išsigandę banderovciai suskubo retušuoti savo paleistų iš vakarų pusės ""Buk"" sistemos raketų nuotraukas.",High
Tai ne pirmas ir ne paskutinis Kijevo naciu nusikaltimas.,Medium
"Sveiki, as spalis, bet pavyko suriesti i raga tik pati arestovyciu, atsiprasau viso demokratinio pasaulio",Low
"skaitant arestovičiaus kliedesius(jei jau tokia nelaimė atsitiko), visada reikia prisiminti jo ikišizoidinio gyvenimo laikotarpio paatviravimą, kad “ukraina“ laikosi ant visuotinio melo :) - jei tik nustojama meluoti - tiek sau, tiek kitiems, viskas byra, kaip kortų namelis :))))) - čia visa ta elementari teisybė svarbi ne tiek turiniu, kuris buvo aiškus ir akivaizdus dar nuo pseudokomunistinės šiukšlės kravčiuko “prezidentavimo“ laikų, o svarbi tuo, kas tą elementarią tiesą įgarsino :))) - dabar belieka tik spėlioti, kuo motyvuojasi tas klounas, taip apgailėtinai besistengiantis pratęsti ch uilokropijos gyvavimą :) - greičiausiai, pabuvęs pačiame zelionskinio gyvatyno branduolyje, puikiai žino, kuo gali baigtis bet koks bandymas pradėti sakyti tiesą ...",High
"as irgi norejau kazka panasaus parasyti tam ukro nacikui,bet po tamstos--super 10 balu",Medium
"Jau matosi, kad tas ukrų kontrpuolimas ir “peremogos” bus tik laipsniškas perėjimas į jų kapituliaciją.",Medium
"O tai banderos tik kryma paeme, maniau,kad jau sachalina ima. Beprociu paistalai!",Medium
Debiliukai ukrai zaidzia kara ir galvoja laimet tokiais metodais..gaila jau daros dauniuku...,Low
Ir vėl paprašailos tinginiai iškaulino.,Medium
Ir vel laimi nacei🤣,Low
Apsišiko ukrų naciai,Low
Hoholu propaganda nieko nesiskiria nuo kremlyno,Medium
Jus geriau parasykit kiek per visa laika haholu paguldyta 😃,High
"Galvažudžiai kacapai ir su vaikais kariauja. Kokiais žvėrimis reikia būti ,kad taip kankinti niekuo dėtus vaikus.",Medium
nuo kada Zzydai is braitano skaitosi ruskiais?,Medium
"Ruskiai yra padugnės ir debilai, kurie palaiko tą savo išgamą okupantą putiną ir jo karą.",Medium
Miręs orkas - geras orkas.,Medium
Didelis sansas daugiau priguldyt ukru i zeme galimai to ir siekia amerika salo dlia kraini,Medium
O as siuliciau ruskiam kareivukam paimt i nelaisve istept medumi ir ant skruzdelino poto pautus nukirpt ir tada i duobe imest lai prisimena ka prievartavo dar jiai suniuka pitbuli imetus visai butu ferverkai butu ilga mirtis!!!!,Critical
Na nieko čia baisaus musulmonų šalyse ten kas dien pjausto galvas 😀 o čia karas ką reikia norėti vieni kitus žudo ar galvą nupjauna ar nukraujuoja ir dideliose kančiose miržta merdidamas tai jau geriau galvą nupjauna nei kankinasi žmogus ir iš jo tyčiojasi.,High
"Jankiam tai patinka,jie ziuri kaip filma😀😀mes senais laikais ziurejom amerikietiskus filmus,dabar jankiai ziures rusiskus bet realius😀😀😀",Low
Durneliai tai provokacija taip gali tik ukrų naciai,Medium
Banderovcui čainikas nulėkė po sprogimo.,Low
Ir tegu nesako kad Ukrainos samdomi žudikai glosto ir šokoladais vaišina rusus,Medium
Kur sankcijos zydu siukslems?,Low
Supisti chacholai,Medium
kodel zydai terroristic zudo palestinieciu vaikus ir moteris?,High
"nepatinka tie rusai, bet akivaizdu kad tarp ukrainos irgi yra visisku hoholyno i*gamu.",Medium
"Gi norejo karo, balsuodami uz putina, kuris ivede katsapu armija i Ukraina. Karma.",Low
O kaip Ukrainoje kencia zmones ar ruskiai pergyvena svolaciai,Low
Kokokolkiu parduotuve bus dirbs oficialiai,Low
Maskoliai nepatenkinti komentaruose..,Low
Pohui ta xaxolu krautuve,Medium
"Maladiec, greiciau issivalytu nuo tu babaju",Medium
"Islamas yra labai pavojinga religija, meldžiuosi 🙏 už Izraelį 🇮🇱 kad sunaikintu teroristine ideologija.",Critical
"žydai ten didžiausi teroristai
",High
"o dabar turiu klausima, kuo skyresi palestinietis vaikas ir zydas? 🤔 zydus paleist, bet palestiniecius galima bomborduot 🤷‍♂️😆 palestinieciai zverys, bet kazkodel ju zuvo tukstanciais kartu daugiau nei zydu, bet zverys cia palestinieciai nes sukos mirsta nuo zydu bombu",Medium
"Kokiam urve be elektros ir interneto tūnot, žurnalistai? Jau 5 mėnesius kraugeriai žudo vaikus ir suaugusius - virš 30 tūkst.žmonių, įsk. apie 12 tūkst.vaikų, tūkstančiai miršta po griuvėsiais - o jums šis genocidas - 'karas su Hamas'? Internetas pilnas baisių vaizdų iš Gazos ir tarptautinių organizacijų pasmerkimo (Middle East Eye, Middle East Monitor, TRT, AlJazeera ir kt.), bet šiame portale nematau nė vieno reportažo. Pasidėjot sąžinę į stalčius?",Medium
"tu esi šliundra o ne patriotas su ukros vėliava,o dar ir esi n@cistas",Low
Nusišikti židauja gali naikinti tautas kaip ir Amerika nes jie pirma suformuoja deversija o po to tipo naikina teroristus,Medium
"Gaza gavo ko prašė
",High
Žydai aferistai yra,Medium
žydai dabar yra banditai .,Medium
Židus į pečiu sukišti ir fsio.,High
Ui kokie pikti žydukai😁,Low
Tai dabar tegu Izraelį užblokuoja nuo pasaulio!!! Kuo skiriasi Izraelis nuo Rusijos?,Low
Sulygint su žeme tuos teroristus,High
"Fašistinis izraelis kaip matau miestus gali lyginti su zeme ir viskas ok, vsio zakono... Didesniu rasistu uz zydus nebuna",Medium
"Paimti gazos vaikus ykaitais, gal tada pradėtu derėtis. Nes dabar atrodo kad izrelio,ir kitu valstybių, ykaitai, ir žmonės, tai niekas,tik mėsa. O teroristai tai žmonės kuriuos reikia gelbėti.",Critical
Žydai nušluos šiukšles nuo žemės paviršiaus. Tai yra neabejotina ir teisinga🇮🇱,Medium
"žydai okupantai bus išvyti iš Palestinos manau gana greitai, kaip ir žmogėdros rusai iš Ukrainos",Medium
"žydai okupantai bus išvyti iš Palestinos manau gana greitai, kaip ir žmogėdros rusai iš Ukrainos",Medium
Atsilikeliu Lt tauta komentaruose. Labai uz zydus eina 🤣🤣 tik nesupranta kad tiem zydam toks lietuvis tai se gabalas ir ant tokiu krikscioniu zydeliai spjaudo. Teisingai Palestina kovoja uz savo zemes.,High
Atsilikeliu Lt tauta komentaruose. Labai uz zydus eina 🤣🤣 tik nesupranta kad tiem zydam toks lietuvis tai se gabalas ir ant tokiu krikscioniu zydeliai spjaudo. Teisingai Palestina kovoja uz savo zemes.,High
Palestinai išdaužys dantis,Medium
Nu tai kiek dabar inžinierių iš palestinos mūsų valdžia įsileis?,Medium
"BRAVO latviams, kurie veja lauk tokius brrrr'udus ruZZkius!",Medium
gintu lietuva Kai lietuvis lietuvy sautu nesutare vagia viska ir tyli toks TAs lietuvis ka Tau lietuvis Dave ar padejo Kai sunkesni laikai ?lietuvis bledinstva savus puola ystatymus zino ir jeis naudojasi o supratimo nieko padla grynas galima apklausti lietuviu savi su savais issisaudys viena diena del pinigeliu prieiti moka kitas net neitu tuo keliu o dauguma zmoniu lietuvoje viska paimtu sau savo seimai ir net negalvoje apie didele klaida padare galejo to nedaryti ir viskas normalu butu buve o dabar ponai anglai ponai lietuviai virsta duhu duhas reta matyti vienetai gyvena savo gyvenimus neieskodami ka apgauti retas kuris normalus pinigai zudo ir draugystes ir ne tik ka del ju padares lietuvis tegul patys pasisako kol dar jie Gali taip padaryti veliau lietuvai kelio nebus liks tik zeme gyvunams gyventi ju cia ir vieta o ne isverstaskuriu lietuvaiciu sauniuju nuostabiuju pasiteisinimu pasiruosusiu viska padaryti kad tik man gerai butu ydomu ar pagalvojete atvirksciai kad bus mmm 😭😭😭😭😭😭🎯 👌,Critical
pazink lietuvy pamatysi koks siuksle yra ir taskas karai buvo ir bus kol kaltu ieskos o pirmieji planuoja pisti siukslina autoritetus viska tokia lietuviu siuksliu tauta vienas kitas savo vietoje visi kiti zertvu zertvos kapiniu lietuva tyli kaip zeme siuksles,Critical
gyvenau savo gyvenima nesudiduriau su lietuvis ypac policija tol tikejau kad dirba kiekvienas savo darbus o istikruju yra mentai siuksles siuksliu siuksles ir ju palikuonys siuksles daro savo net nesiklauso savo ju nuomone ir darbai ir jie patys garbingieji vagiu irstva jobana zaliuju sajunga,High
"Kol vakarai diskutuoja kas teisinga ir kas neteisinga, reiskia susirupinima- teroristai juokiasi ir planuoja naujas atakas. Vakaru visuomene tapo tokia minksta, renka kiekviena zodi kad neduok dieve neizeistu kazko. Musulmonai ateina su savo kultura ir paprociais - o vakarai bejegiskai ziuri.",Low
"Koks dar pincetinis rankiojimas? Izraelis nerizikuos savo kariais, o tie laukiniai turėjo galvot prieš organizuojant išpuolį. Jau ta tarptautinė bendruomenė įrodė, kad yra verta nulio.",Medium
"palesti a net ne šalis, o dirbtinai sukurta teritorija, kuri apgyvendinta teroristų ir remiamia kitų teroristų - kaip iranas ir irakas. Palestina nieko negamina, neaugina, net elektros savo neturi. Jų tikslas.vyldyti teraktus, ir juos nuolat pumpuoja ginklais ir pinigais. Čia ne šalis.",Medium
"palestine is a fake terrorist country, made to destroy Israel, and sponsored by terrorist Iran and others. Bye",Medium
israel is a terrorist country sponsored by usa #wakeup,Medium
"nu palestina yra tiesiog teritorija, apgyvendinta teroristais,. Hezbollah juk nėra šalis? Hamas nėra šalis, isis nėra šalis. Ir palestina nėra šalis",Medium
"ir didziuojuosi tuo. Palestina-pasaulio vezys, kaip ir rusija. Abi isnaikink-milijonai dekos.",Medium
"Manau, kad Izraelį reikia išformuoti, kaip nepavykusį projektą, dėl kurio žūsta žmonės jau 75 metus 🇮🇱👹💀🔥🤔",High
Čigonai ir per laidotuves susimuša....,Low
"Čigo..ai nieko naujo, kur jie ten bardakas, narkata ir t.t.",Medium
Cigonai,Low
Per geras žodis prastesni juos ne žmogum nesinori vadinti jiems mūsų įstatymai negalioja,Medium
"Aš jų bijau,kaip velnias kryžiaus 😡",Medium
man nuo vaikystes baime cigonams su savo burimais🤣,Medium
"Kai tik užeina į parduotuvę romų tautybės žmonės, tai kažkas baisaus kaip jie elgiasi, nes daro ką nori valgydami saldainius ir šūkauja imdami prekes, o paskui palieka salės viduryje ir dar naglai elgiasi",Medium
"Čigonam,Dievas suteikė, tokią teisę,vogti!!!🤣🤣🤣🤣🤣",Medium
"Genų nepakeisi😁didelis kibiras deguto į bačką medaus .tokia ta romų tautybės šleifinė istorija. Kiek teko susidurti, norisi bėgti nuo jų tik pamačius, dėje. Gal yra vienas kitas doras žmogus, bet tokio dar nesutikau🙈",Medium
"Vagys,sukčiai,tinginiai šita 13 rūšis.",Medium
pradziai visus issodinti...nereiks nieko ir griauti o uz ka tikrai atsiras...,Medium
"Kas per zodis romai,yra vardas Romas ir jus ji izeidinejate ,jie cigonai ir jokie romai,",Medium
"Nu as juos saudyciau ne del to kad cigonai, o del to kad jie zmones vercia narkomanais",Medium
Jei visus issaudai ar tampi cigonu baronu?,Medium
Zaidino pavadinimas : Apsivalymas nuo siuksliu,Medium
Visus y pečių ant laužo...,High
Juos seniai laikas uzdaryti i rezervacijos kolonijas kaip indenus jie baisiau uz bent kokius parazitus ir virusus jie neverti net kalejimu nes ten juos reikia islaikyti priverst dirbt sunkiausius darbus po 16 val tada suzinotu ka reiskia kenkti visuomenei,High
"Čigonų genocido! Čigonų! Vaidai, ne bent jūs nenaudokite šitos šlykščios naujakalbės. Išsižadate lietuviško pavadinimo čigonams, po to to bus tėvas Nr.1 ir tėvas Nr.2. Viskas prasideda nuo smulkmenų. Nieko nėra įžedžiamo pavadinime čigonas.",Medium
"Čigonai tinginiai, vagys ir ką su jais daryti?",Medium
"Cigonai yra krikscionys;jei cigonas pavoge is ne cigono,kunigui pet ispazinti nereikia pasisakyti,jei cigonas pavoge is cigono,kunigui reikia pasisakyti.
Turejau reikalu nemazai su cigonais;melagiai,vagys ir kas tik nori.",Medium
"Jei cigonas pavoge is ne cigono,nera grieko ir nereikia kunigui pasisakyti,jei cigonas pavoge is cigono yra griekas ir reikia kunigui pasisakyti. Visi cigonai turi sirdyje dievuli.",Medium
"„Graži” žydų ideologinė „vėliava” – viduryje akies vyzdis – „nužiūrėjimo simbolis”. Ačiū kad esate, čigonai. Lietuvoje jūsų labai reikia. Kiek reikia apilplėšti ir nužiūrėti žmonių!",Medium
juk ne romai o čigonai,Low
"Jokiu ten romu nėra. airių gypsiai jie bb dėjo ant visko o gyvena gerai ne vienas nesukursta, nemoka jokių mokesčių, narkotikai, finansinės aferos plėšimai",Medium
Valkatos ir tiek. 90 proc zodziu sudo malimas ir melas :)) Babajams dar toli iki ju gudrumo :))),Medium
Pist jas atgal ir vysa tabora kaip padare slovenai,Medium
Nuo kada Cigonas zmogus?,Low
"Jie yra pikey!!!!UK kiekvienas zino,ka reiskia sis zodis - isgamos!",Medium
Parazitai...maras...padugnės....išgamos...visuomenės atmatos...🤔🤔🤔😣😣😣,Medium
"atmatos,nelaimingi cigonu snukiai,net negaliu ziuret i tokius slykstynes!!!!",Medium
"prikalt ant kryziaus, ir padegt benzu apipylus tada uzgesint ir vel padegt ir taip kol uzlinks. taip kaip su kastuvu dauze pana belekiek kartu.",Critical
"Skersti tuos tabaro gyventojus,ir narkomanus",Critical
"Per mazai cigonu 41-45 metais nukeliavo i peciu,per mazai ju moteru buvo sterilizuota,tai ir nera tvarkos.",High
Na sunku isivaizduoti .lietuviu valdzia nesusitvarko su cigonais .bet ar susitvarkys su babajais musulmonais kuriu nori prisivezti,High
Na sunku isivaizduoti .lietuviu valdzia nesusitvarko su cigonais .bet ar susitvarkys su babajais musulmonais kuriu nori prisivezti,High
Šluokit šiukšles iš lietuvos 👍,High
Visam pasaulį jie vienodi! Vienintelis tikslas:nedirbti!,Medium
"Tie kurie nori ir daro tie ir integruojasi i visuomene, bet didele dauguma deja nieko nedaro tik reikalauja 🙂",Medium
"Romų problemos, tai jų gyvenimo būdas. Ir tarybiniais laikais vertėsi kontrabanda, vogė, pardavinėjo narkotikus, nenorėjo dirbti. Valdžia nepakeis jų gyvenimo būdo.",Medium
tegu dirba tinginiai kik galima juos islaikiti,Medium
"Jo, blia!!!! Gaila jiems, parazitai!!! Tai ko is ju niekas nedirba oficialiai??? Parazituojanti tauta! Degint su visais taborais!!! Visada kiek Prisimenu, vien bedos nuo ju!!!",Critical
"Del keliu???? Naivi gi jus!!! Jų gyvenimo credo apipisinėti baltąjį! Aš ilgiau šiam gyvenime, patikėkit!",Medium
"O ka ar lietuvei kituokie
Vaikus zudo,zmonas degina😡 Zudiku ir banditu salis",Critical
Lietuviai daugiau nuzudo...ko gero byla tyliai pasibaigs uzdaru teismu...,High
Pragare nėra tiek pykčio kiek aš dabar jaučiu jūsų apgailėtinai rasej,Medium
"Čigonai visais laikais mėgo vogti , Dabar nera arklių,tai mašinas vagia..",Medium
Pala pala kas čia meluoja? Cigonam yra garbė apvokt kitatauti o didziausia nuodėmė yra cigonui cigona apvogt tai gal nemeluokit?,Medium
Prie ko cia rase lietuviai patys dar baisesni jie net savo vaikus zudo,High
Eikit nx CIGONAAi dar karta parodet kokios siuksles esat!!!!,Medium
cigonas jobanas,Medium
man romai visada buvo ir bus gyvenimo atmatos.,Medium
Visose tautybėse parazitų yra romai taippat neišimtis,Medium
Svolaciai tie ciganai! !!,Medium
Cigonas ne zmogus. Siuksles,High
fasistai yra ukrainieciai..,Medium
suklydai. fasistai yra maskoliai. buvo ir yra.,Medium
Atsilike anglai,Low
Snhlai kare nukale hansus tai normali kad saiposi,Low
Anglai visada buvo apgailetini kiaules🤢🤢🖕,Low
Gyvuliai,Low
"ogo koks gailestingas, tai uzsileiski tais emigrantais ir tave pati ant iesmo issikeps",Medium
"BAISU, ŠAUDYTI TOKIUS NEGRIUKUS😡",Critical
"Šitaip nieko nebus...
Reikia pradėt šaudyt.",Critical
"Daugiau muslimų i europą ileiskime, bus tikrai ramu ir saugu, tegivuoja ""libersatizmas """,Medium
Kaipgi taip? Argi inžinieriai ir gydytojai įmigravę taip pasielgė?🤭😄,Medium
"Per mazai dar tu perejunu parazitu priveise, dar ne viena pripjaus",High
habibai saudosi…,Medium
pabaisos,Low
"Nu ir aciu Dievui, kad ju tik kuo maziau 🙂",Medium
"Niekas čia tų alahakbarų ir nepasiges, tegu pjausto galvas kitur.",Medium
Haholam daugiau vietos liks 😂,Medium
"Ot gražumelis,driskiai jau gerovės valstybės vengia...",Medium
"n""""ui ju reikia",Medium
Europoje tie musulmonai dar pridarys daug visokių neigiamų dalikeliu !!!,Medium
"Prasideda pasakų laikas. Telegram yra nufilmuotas visas įvykis, alahakbarai ten net šone nestovėjo.",Low
"Nemėgsta mokytojų ""akbarai""...",Medium
Mums ka dar maza veltedziu ?,Medium
"Praleisk viena šeima, atbėgs 10000 tokiu pačiu, ir užsilips ant sprando vietiniams su savo viduramžišku gyvenomo budu. Jokiu nuolaidu, nei vienam!",High
Grįžkit atgal iš kur atėjote,Medium
Eina jie šikt.!!,Medium
O gal galima juos deportuoti į Siriją ? Kažkaip tai reikia spręsti problemą.,Medium
Kam tie valkatos važiuoja ten kur ju nekvieče,Medium
O kaip kitaip.....pasidomėkit Švedijoje kokios problemos su tais tarakonais.,Medium
"😁😁😁Daugiau ispudziu tokiu ir kuo daugiau, kad kalbetu apie juos. Maziau nores per cia keliaut machmutai.",Medium
O kas jis? Supiso viska namuose ir seja savo shuda tolyn????,Medium
"Na ir idio,,tai tie bulbašų suvestiniai, visus apgręžt į rytus iš kur atėjo, ir jokių čia amnesty international.",Medium
Melagis ir Afrikoj melagis,Low
Babajam vieta babajyne😉,Low
Prancūzai nuolaidžiauja dėl vykdytos koloninės politikos. Tai visas Afrikos brudas ir keliauja į Prancūziją. Tik čia jų niekas nepriima dirbti - tai visi bando į UK.,Low
"Jokiu islamistu ir juoduku pas Mustads gyvensim ramiai ,kitaip jie Mus zudys",High
"Jokiu islamistu ir juoduku pas Mustads gyvensim ramiai ,kitaip jie Mus zudys",High
"Kuo daugiau ruberoidu ,tuo geriau gyvensim 😁",Medium
Alachas didis- trojos arklių ES jau šimtai.....,High
"Juokinga, kad tos/tie, kurie labai gaili hamasikų, gali greitai čia savo kailiu pajust teroristų ""skausmą""",High
Naikint kaip tarakonus,High
"Realiai iš Baltarusijos į Lietuvą „migrantus”, o tiksliau perversmininkus, tūkstančiais prisivežė landsbergynas. Kaip ir iš Ukrainos. O tie, kurie sieną kerta neleistinose vietose, tai jie ne iš Baltarusijos, o iš musulmonų kraštų. Jie veržiasi ne į Lietuvą, o į ES. Ir jiems nusiknisti kurioje vietoje jie randa galimybę įsmukti į ES teritoriją.",High
"Čia gi tie patys įsibrovėliai, kaip ir praėjusį kartą. Tai kiek tų fotosesijų jie prisidarė?",Medium
Ar sinot nors viena JevroPiderSojuzo teritorija is kurios butu deportuoti soc parazitai? Tai planingas baltuju naikinimas. Taip kad lituviai bus SUNAIKINTI nes jus neimat ginklu ir nekovojat uz savo TEVYNE. Tokie vergai bus ispjauti.,High
